PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
76758,1957-58,00,1610612752,NYK,23.0,44,,569.0,74,226,0.327,,,,27,41,0.659,,,106.0,47,,,,54,175,Larry Friend
76393,1954-55,00,1610612752,NYK,24.0,6,,48.0,5,18,0.278,,,,10,11,0.909,,,8.0,7,,,,3,20,Fred Christ
76143,1959-60,00,1610612752,NYK,27.0,31,,449.0,70,185,0.378,,,,28,43,0.651,,,87.0,55,,,,59,168,William Bell
76143,1960-61,00,1610612752,NYK,28.0,5,,45.0,7,18,0.389,,,,1,3,0.333,,,7.0,1,,,,7,15,William Bell
77101,1974-75,00,1610612752,NYK,22.0,5,,27.0,4,10,0.4,,,,0,0,0.0,2.0,0.0,2.0,3,0.0,0.0,,5,8,Greg Jackson
76757,1946-47,00,1610612752,NYK,25.0,23,,,28,97,0.289,,,,32,56,0.571,,,,14,,,,37,88,Frido Frey
164,1996-97,00,1610612752,NYK,29.0,65,61.0,2076.0,211,510,0.414,70.0,181.0,0.387,113,149,0.758,22.0,169.0,191.0,398,78.0,11.0,180.0,213,605,Chris Childs
164,1997-98,00,1610612752,NYK,30.0,68,0.0,1599.0,149,354,0.421,27.0,87.0,0.31,104,126,0.825,29.0,133.0,162.0,268,56.0,6.0,103.0,179,429,Chris Childs
164,1998-99,00,1610612752,NYK,31.0,48,0.0,1297.0,114,267,0.427,36.0,94.0,0.383,64,78,0.821,18.0,115.0,133.0,193,44.0,1.0,85.0,156,328,Chris Childs
164,1999-00,00,1610612752,NYK,32.0,71,2.0,1675.0,146,357,0.409,37.0,104.0,0.356,47,59,0.797,17.0,130.0,147.0,285,36.0,4.0,105.0,240,376,Chris Childs
164,2000-01,00,1610612752,NYK,33.0,51,5.0,1306.0,93,222,0.419,20.0,64.0,0.313,39,46,0.848,14.0,124.0,138.0,236,37.0,7.0,98.0,160,245,Chris Childs
200811,2014-15,00,1610612752,NYK,32.0,41,35.0,858.0,105,243,0.432,0.0,1.0,0.0,38,82,0.463,89.0,159.0,248.0,65,21.0,52.0,57.0,115,248,Lou Amundson
200811,2015-16,00,1610612752,NYK,33.0,29,0.0,204.0,19,53,0.358,0.0,0.0,0.0,14,27,0.519,23.0,26.0,49.0,12,6.0,7.0,15.0,44,52,Lou Amundson
2047,2005-06,00,1610612752,NYK,26.0,55,43.0,1442.0,163,459,0.355,64.0,188.0,0.34,61,91,0.67,65.0,165.0,230.0,88,39.0,6.0,56.0,134,451,Quentin Richardson
2047,2006-07,00,1610612752,NYK,27.0,49,47.0,1621.0,228,545,0.418,97.0,258.0,0.376,83,120,0.692,65.0,287.0,352.0,108,36.0,7.0,70.0,133,636,Quentin Richardson
2047,2007-08,00,1610612752,NYK,28.0,65,65.0,1841.0,199,555,0.359,69.0,214.0,0.322,60,88,0.682,56.0,259.0,315.0,116,44.0,15.0,69.0,153,527,Quentin Richardson
2047,2008-09,00,1610612752,NYK,29.0,72,51.0,1894.0,262,667,0.393,120.0,329.0,0.365,89,117,0.761,71.0,248.0,319.0,117,47.0,7.0,74.0,132,733,Quentin Richardson
2047,2012-13,00,1610612752,NYK,33.0,1,0.0,29.0,1,11,0.091,1.0,4.0,0.25,2,2,1.0,5.0,5.0,10.0,1,0.0,0.0,2.0,1,5,Quentin Richardson
2216,2007-08,00,1610612752,NYK,26.0,69,68.0,2244.0,486,1058,0.459,22.0,80.0,0.275,223,289,0.772,184.0,526.0,710.0,140,59.0,16.0,186.0,194,1217,Zach Randolph
2216,2008-09,00,1610612752,NYK,27.0,11,11.0,388.0,82,189,0.434,7.0,24.0,0.292,55,67,0.821,40.0,97.0,137.0,15,13.0,3.0,23.0,28,226,Zach Randolph
101127,2017-18,00,1610612752,NYK,34.0,62,56.0,1548.0,189,443,0.427,25.0,86.0,0.291,63,75,0.84,22.0,169.0,191.0,348,35.0,4.0,115.0,98,466,Jarrett Jack
202683,2017-18,00,1610612752,NYK,26.0,71,71.0,1830.0,422,713,0.592,0.0,2.0,0.0,156,184,0.848,273.0,507.0,780.0,105,36.0,37.0,122.0,187,1000,Enes Freedom
202683,2018-19,00,1610612752,NYK,27.0,44,23.0,1128.0,251,468,0.536,7.0,22.0,0.318,105,129,0.814,171.0,290.0,461.0,84,18.0,17.0,79.0,106,614,Enes Freedom
76385,1989-90,00,1610612752,NYK,33.0,31,13.0,753.0,92,159,0.579,3.0,7.0,0.429,57,65,0.877,11.0,62.0,73.0,151,42.0,5.0,36.0,32,244,Maurice Cheeks
76385,1990-91,00,1610612752,NYK,34.0,76,64.0,2147.0,241,483,0.499,5.0,20.0,0.25,105,129,0.814,22.0,151.0,173.0,435,128.0,10.0,108.0,138,592,Maurice Cheeks
76206,1963-64,00,1610612752,NYK,27.0,49,,1652.0,329,762,0.432,,,,198,257,0.77,,,418.0,63,,,,148,856,Bob Boozer
76206,1964-65,00,1610612752,NYK,28.0,80,,2139.0,424,963,0.44,,,,288,375,0.768,,,604.0,108,,,,183,1136,Bob Boozer
202690,2015-16,00,1610612752,NYK,27.0,2,0.0,5.0,1,1,1.0,1.0,1.0,1.0,4,5,0.8,0.0,0.0,0.0,0,0.0,0.0,1.0,1,7,Jimmer Fredette
76382,1963-64,00,1610612752,NYK,23.0,78,,2489.0,531,1183,0.449,,,,287,401,0.716,,,767.0,83,,,,212,1349,Len Chappell
76382,1964-65,00,1610612752,NYK,24.0,43,,655.0,145,367,0.395,,,,68,100,0.68,,,140.0,15,,,,73,358,Len Chappell
76382,1965-66,00,1610612752,NYK,25.0,46,,545.0,100,238,0.42,,,,46,78,0.59,,,127.0,26,,,,64,246,Len Chappell
77093,1960-61,00,1610612752,NYK,22.0,62,,994.0,122,310,0.394,,,,49,96,0.51,,,296.0,51,,,,143,293,Darrall Imhoff
77093,1961-62,00,1610612752,NYK,23.0,76,,1481.0,186,482,0.386,,,,80,139,0.576,,,470.0,82,,,,230,452,Darrall Imhoff
393,1988-89,00,1610612752,NYK,22.0,81,10.0,1358.0,265,567,0.467,19.0,59.0,0.322,172,231,0.745,51.0,109.0,160.0,319,98.0,3.0,148.0,142,721,Rod Strickland
393,1989-90,00,1610612752,NYK,23.0,51,0.0,1019.0,170,386,0.44,6.0,21.0,0.286,83,130,0.638,43.0,83.0,126.0,219,70.0,8.0,85.0,71,429,Rod Strickland
78276,1946-47,00,1610612752,NYK,27.0,60,,,172,641,0.268,,,,133,170,0.782,,,,49,,,,127,477,Stan Stutz
78276,1947-48,00,1610612752,NYK,28.0,47,,,109,501,0.218,,,,113,135,0.837,,,,57,,,,121,331,Stan Stutz
1743,2003-04,00,1610612752,NYK,24.0,1,0.0,4.0,1,1,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,2,Bruno Sundov
1743,2004-05,00,1610612752,NYK,25.0,21,0.0,73.0,11,37,0.297,1.0,3.0,0.333,2,2,1.0,6.0,7.0,13.0,2,2.0,2.0,6.0,16,25,Bruno Sundov
78280,1952-53,00,1610612752,NYK,23.0,26,,187.0,13,61,0.213,,,,19,30,0.633,,,25.0,9,,,,36,45,Dick Surhoff
2552,2003-04,00,1610612752,NYK,21.0,42,1.0,495.0,69,140,0.493,0.0,1.0,0.0,42,58,0.724,68.0,89.0,157.0,14,18.0,12.0,32.0,57,180,Michael Sweetney
2552,2004-05,00,1610612752,NYK,22.0,77,28.0,1509.0,237,446,0.531,0.0,1.0,0.0,176,235,0.749,169.0,249.0,418.0,44,27.0,28.0,108.0,224,650,Michael Sweetney
78291,1947-48,00,1610612752,NYK,22.0,24,,,90,360,0.25,,,,62,74,0.838,,,,37,,,,33,242,Sid Tannenbaum
78291,1948-49,00,1610612752,NYK,23.0,32,,0.0,96,339,0.283,,,,65,77,0.844,,,0.0,71,,,,53,257,Sid Tannenbaum
1508,2004-05,00,1610612752,NYK,28.0,27,0.0,431.0,76,154,0.494,0.0,1.0,0.0,24,43,0.558,26.0,67.0,93.0,14,11.0,8.0,31.0,57,176,Maurice Taylor
1508,2005-06,00,1610612752,NYK,29.0,67,13.0,1210.0,182,389,0.468,0.0,1.0,0.0,58,83,0.699,65.0,164.0,229.0,53,21.0,14.0,103.0,177,422,Maurice Taylor
78303,1982-83,00,1610612752,NYK,22.0,31,0.0,321.0,37,102,0.363,0.0,0.0,0.0,21,32,0.656,19.0,17.0,36.0,41,20.0,2.0,30.0,54,95,Vince Taylor
703,1998-99,00,1610612752,NYK,26.0,50,44.0,1182.0,170,368,0.462,0.0,1.0,0.0,66,108,0.611,82.0,204.0,286.0,55,45.0,17.0,73.0,159,406,Kurt Thomas
703,1999-00,00,1610612752,NYK,27.0,80,21.0,1971.0,270,535,0.505,1.0,3.0,0.333,100,128,0.781,144.0,361.0,505.0,82,51.0,42.0,105.0,278,641,Kurt Thomas
703,2000-01,00,1610612752,NYK,28.0,77,29.0,2128.0,314,614,0.511,1.0,3.0,0.333,171,210,0.814,172.0,343.0,515.0,63,61.0,69.0,99.0,287,800,Kurt Thomas
703,2001-02,00,1610612752,NYK,29.0,82,82.0,2769.0,463,938,0.494,1.0,6.0,0.167,216,265,0.815,214.0,533.0,747.0,87,71.0,79.0,153.0,341,1143,Kurt Thomas
703,2002-03,00,1610612752,NYK,30.0,81,81.0,2575.0,497,1028,0.483,2.0,3.0,0.667,138,184,0.75,160.0,477.0,637.0,162,81.0,97.0,138.0,344,1134,Kurt Thomas
703,2003-04,00,1610612752,NYK,31.0,80,75.0,2549.0,392,829,0.473,0.0,3.0,0.0,106,127,0.835,145.0,517.0,662.0,149,56.0,80.0,132.0,298,890,Kurt Thomas
703,2004-05,00,1610612752,NYK,32.0,80,80.0,2855.0,424,901,0.471,2.0,4.0,0.5,66,84,0.786,170.0,661.0,831.0,160,70.0,79.0,99.0,310,916,Kurt Thomas
703,2012-13,00,1610612752,NYK,40.0,39,17.0,392.0,45,83,0.542,1.0,1.0,1.0,6,13,0.462,24.0,65.0,89.0,21,10.0,16.0,8.0,52,97,Kurt Thomas
202498,2014-15,00,1610612752,NYK,27.0,40,24.0,1040.0,137,316,0.434,7.0,21.0,0.333,49,66,0.742,37.0,83.0,120.0,49,26.0,8.0,57.0,63,330,Lance Thomas
202498,2015-16,00,1610612752,NYK,28.0,59,5.0,1313.0,169,382,0.442,44.0,109.0,0.404,102,119,0.857,34.0,97.0,131.0,53,22.0,7.0,57.0,109,484,Lance Thomas
202498,2016-17,00,1610612752,NYK,29.0,46,15.0,968.0,97,244,0.398,38.0,85.0,0.447,43,51,0.843,32.0,110.0,142.0,35,21.0,5.0,25.0,85,275,Lance Thomas
202498,2017-18,00,1610612752,NYK,30.0,73,31.0,1353.0,102,267,0.382,50.0,124.0,0.403,44,53,0.83,44.0,131.0,175.0,44,30.0,14.0,41.0,134,298,Lance Thomas
202498,2018-19,00,1610612752,NYK,31.0,46,17.0,783.0,78,197,0.396,22.0,79.0,0.278,27,36,0.75,21.0,96.0,117.0,27,17.0,7.0,24.0,83,205,Lance Thomas
1501,2003-04,00,1610612752,NYK,27.0,24,23.0,746.0,137,303,0.452,26.0,64.0,0.406,78,96,0.813,26.0,89.0,115.0,34,24.0,5.0,43.0,69,378,Tim Thomas
1501,2004-05,00,1610612752,NYK,28.0,71,68.0,1940.0,315,718,0.439,85.0,208.0,0.409,136,173,0.786,45.0,192.0,237.0,110,41.0,17.0,113.0,222,851,Tim Thomas
1501,2008-09,00,1610612752,NYK,32.0,36,1.0,773.0,119,258,0.461,53.0,126.0,0.421,54,67,0.806,20.0,93.0,113.0,46,22.0,10.0,46.0,91,345,Tim Thomas
240,1997-98,00,1610612752,NYK,27.0,17,0.0,121.0,13,29,0.448,4.0,14.0,0.286,3,5,0.6,0.0,10.0,10.0,24,6.0,1.0,11.0,16,33,Brooks Thompson
738,1985-86,00,1610612752,NYK,23.0,71,23.0,1323.0,125,274,0.456,0.0,0.0,0.0,86,162,0.531,113.0,177.0,290.0,43,30.0,7.0,83.0,209,336,Bob Thornton
738,1986-87,00,1610612752,NYK,24.0,33,4.0,282.0,29,67,0.433,0.0,1.0,0.0,13,20,0.65,18.0,38.0,56.0,8,4.0,3.0,24.0,48,71,Bob Thornton
738,1987-88,00,1610612752,NYK,25.0,7,0.0,85.0,6,19,0.316,0.0,0.0,0.0,5,8,0.625,5.0,8.0,13.0,4,2.0,0.0,8.0,23,17,Bob Thornton
78348,1987-88,00,1610612752,NYK,29.0,11,0.0,177.0,19,41,0.463,0.0,0.0,0.0,9,17,0.529,14.0,21.0,35.0,5,5.0,2.0,10.0,25,47,Ray Tolbert
78352,1987-88,00,1610612752,NYK,26.0,21,0.0,139.0,21,48,0.438,5.0,14.0,0.357,10,11,0.909,3.0,5.0,8.0,24,9.0,1.0,12.0,20,57,Sedric Toney
1631210,2023-24,00,1610612752,NYK,24.0,9,0.0,38.0,5,9,0.556,1.0,4.0,0.25,2,2,1.0,3.0,4.0,7.0,3,0.0,1.0,1.0,3,13,Jacob Toppin
1630167,2020-21,00,1610612752,NYK,23.0,62,0.0,683.0,104,209,0.498,26.0,85.0,0.306,19,26,0.731,26.0,112.0,138.0,29,17.0,15.0,23.0,55,253,Obi Toppin
1630167,2021-22,00,1610612752,NYK,24.0,72,10.0,1230.0,251,473,0.531,52.0,169.0,0.308,94,124,0.758,69.0,199.0,268.0,77,25.0,33.0,56.0,102,648,Obi Toppin
1630167,2022-23,00,1610612752,NYK,25.0,67,5.0,1051.0,187,419,0.446,85.0,247.0,0.344,38,47,0.809,29.0,158.0,187.0,66,23.0,12.0,38.0,68,497,Obi Toppin
1629019,2018-19,00,1610612752,NYK,23.0,64,3.0,1459.0,232,518,0.448,52.0,132.0,0.394,179,223,0.803,31.0,166.0,197.0,119,28.0,14.0,116.0,117,695,Allonzo Trier
1629019,2019-20,00,1610612752,NYK,24.0,24,1.0,291.0,51,106,0.481,19.0,53.0,0.358,34,43,0.791,6.0,23.0,29.0,28,3.0,4.0,22.0,29,155,Allonzo Trier
2456,2003-04,00,1610612752,NYK,24.0,3,0.0,5.0,0,2,0.0,0.0,0.0,0.0,1,2,0.5,0.0,0.0,0.0,0,1.0,0.0,0.0,2,1,Cezary Trybanski
78375,1982-83,00,1610612752,NYK,23.0,78,59.0,1830.0,299,647,0.462,14.0,30.0,0.467,43,64,0.672,75.0,141.0,216.0,195,56.0,6.0,70.0,235,655,Trent Tucker
78375,1983-84,00,1610612752,NYK,24.0,63,21.0,1228.0,225,450,0.5,6.0,16.0,0.375,25,33,0.758,43.0,87.0,130.0,138,63.0,8.0,54.0,124,481,Trent Tucker
78375,1984-85,00,1610612752,NYK,25.0,77,46.0,1819.0,293,606,0.483,29.0,72.0,0.403,38,48,0.792,74.0,114.0,188.0,199,75.0,15.0,64.0,195,653,Trent Tucker
78375,1985-86,00,1610612752,NYK,26.0,77,23.0,1788.0,349,740,0.472,41.0,91.0,0.451,79,100,0.79,70.0,99.0,169.0,192,65.0,8.0,70.0,167,818,Trent Tucker
78375,1986-87,00,1610612752,NYK,27.0,70,15.0,1691.0,325,691,0.47,68.0,161.0,0.422,77,101,0.762,49.0,86.0,135.0,166,116.0,13.0,78.0,169,795,Trent Tucker
78375,1987-88,00,1610612752,NYK,28.0,71,4.0,1248.0,193,455,0.424,69.0,167.0,0.413,51,71,0.718,32.0,87.0,119.0,117,53.0,6.0,47.0,158,506,Trent Tucker
78375,1988-89,00,1610612752,NYK,29.0,81,24.0,1824.0,263,579,0.454,118.0,296.0,0.399,43,55,0.782,55.0,121.0,176.0,132,88.0,6.0,59.0,163,687,Trent Tucker
78375,1989-90,00,1610612752,NYK,30.0,81,2.0,1725.0,253,606,0.417,95.0,245.0,0.388,66,86,0.767,57.0,117.0,174.0,173,74.0,8.0,73.0,159,667,Trent Tucker
78375,1990-91,00,1610612752,NYK,31.0,65,13.0,1194.0,191,434,0.44,64.0,153.0,0.418,17,27,0.63,33.0,72.0,105.0,111,44.0,9.0,46.0,120,463,Trent Tucker
101142,2010-11,00,1610612752,NYK,28.0,64,21.0,1141.0,103,163,0.632,0.0,0.0,0.0,61,98,0.622,64.0,143.0,207.0,92,35.0,73.0,41.0,160,267,Ronny Turiaf
1726,1999-00,00,1610612752,NYK,24.0,7,0.0,25.0,2,10,0.2,0.0,2.0,0.0,0,0,0.0,2.0,8.0,10.0,1,2.0,0.0,1.0,4,4,Mirsad Turkcan
78380,1954-55,00,1610612752,NYK,25.0,65,,922.0,111,308,0.36,,,,60,76,0.789,,,154.0,77,,,,76,282,Jack Turner
202719,2013-14,00,1610612752,NYK,23.0,41,0.0,398.0,60,116,0.517,0.0,0.0,0.0,26,48,0.542,38.0,71.0,109.0,8,6.0,20.0,26.0,70,146,Jeremy Tyler
2137,2005-06,00,1610612752,NYK,28.0,8,0.0,114.0,9,24,0.375,1.0,3.0,0.333,3,6,0.5,3.0,14.0,17.0,6,1.0,0.0,2.0,8,22,Ime Udoka
1065,2000-01,00,1610612752,NYK,27.0,28,0.0,421.0,40,131,0.305,16.0,47.0,0.34,24,28,0.857,9.0,43.0,52.0,29,22.0,1.0,21.0,46,120,Erick Strickland
78398,1965-66,00,1610612752,NYK,23.0,79,,2289.0,359,838,0.428,,,,251,351,0.715,,,376.0,184,,,,235,969,Dick Van Arsdale
78398,1966-67,00,1610612752,NYK,24.0,79,,2892.0,410,913,0.449,,,,371,509,0.729,,,555.0,247,,,,264,1191,Dick Van Arsdale
78398,1967-68,00,1610612752,NYK,25.0,78,,2348.0,316,725,0.436,,,,227,339,0.67,,,424.0,230,,,,225,859,Dick Van Arsdale
78401,1946-47,00,1610612752,NYK,24.0,16,,,7,34,0.206,,,,11,17,0.647,,,,6,,,,10,25,Butch Van Breda Kolff
78401,1947-48,00,1610612752,NYK,25.0,44,,,53,192,0.276,,,,74,120,0.617,,,,29,,,,81,180,Butch Van Breda Kolff
78401,1948-49,00,1610612752,NYK,26.0,59,,,127,401,0.317,,,,161,240,0.671,,,,143,,,,148,415,Butch Van Breda Kolff
78401,1949-50,00,1610612752,NYK,27.0,56,,,55,167,0.329,,,,96,134,0.716,,,,78,,,,111,206,Butch Van Breda Kolff
1496,2003-04,00,1610612752,NYK,28.0,47,47.0,1578.0,273,613,0.445,60.0,161.0,0.373,163,199,0.819,98.0,245.0,343.0,83,52.0,18.0,119.0,151,769,Keith Van Horn
78405,1949-50,00,1610612752,NYK,21.0,42,,,164,390,0.421,,,,93,140,0.664,,,,78,,,,126,421,Ernie Vandeweghe
78405,1950-51,00,1610612752,NYK,22.0,44,,,135,336,0.402,,,,68,97,0.701,,,195.0,121,,,,144,338,Ernie Vandeweghe
78405,1951-52,00,1610612752,NYK,23.0,57,,1507.0,200,457,0.438,,,,124,160,0.775,,,264.0,164,,,,188,524,Ernie Vandeweghe
78405,1952-53,00,1610612752,NYK,24.0,61,,1745.0,272,625,0.435,,,,187,244,0.766,,,342.0,144,,,,242,731,Ernie Vandeweghe
78405,1953-54,00,1610612752,NYK,25.0,15,,271.0,37,103,0.359,,,,25,31,0.806,,,39.0,29,,,,38,99,Ernie Vandeweghe
78405,1955-56,00,1610612752,NYK,27.0,5,,77.0,10,31,0.323,,,,2,2,1.0,,,13.0,12,,,,15,22,Ernie Vandeweghe
78391,1957-58,00,1610612752,NYK,22.0,68,,1182.0,175,490,0.357,,,,150,224,0.67,,,480.0,34,,,,175,500,Charlie Tyra
78391,1958-59,00,1610612752,NYK,23.0,69,,1586.0,240,606,0.396,,,,129,190,0.679,,,485.0,33,,,,180,609,Charlie Tyra
78391,1959-60,00,1610612752,NYK,24.0,74,,2033.0,406,952,0.426,,,,133,189,0.704,,,598.0,80,,,,258,945,Charlie Tyra
78391,1960-61,00,1610612752,NYK,25.0,59,,1404.0,199,549,0.362,,,,120,173,0.694,,,394.0,82,,,,164,518,Charlie Tyra
203943,2018-19,00,1610612752,NYK,23.0,68,57.0,1722.0,207,440,0.47,46.0,137.0,0.336,111,156,0.712,113.0,415.0,528.0,129,46.0,51.0,88.0,174,571,Noah Vonleh
2756,2015-16,00,1610612752,NYK,32.0,61,25.0,908.0,106,277,0.383,52.0,143.0,0.364,32,39,0.821,26.0,123.0,149.0,84,34.0,5.0,44.0,83,296,Sasha Vujacic
2756,2016-17,00,1610612752,NYK,33.0,42,4.0,408.0,42,136,0.309,23.0,74.0,0.311,17,24,0.708,12.0,47.0,59.0,52,13.0,2.0,16.0,38,124,Sasha Vujacic
78432,1974-75,00,1610612752,NYK,26.0,30,,274.0,47,115,0.409,,,,22,25,0.88,18.0,59.0,77.0,22,7.0,3.0,,55,116,Neal Walk
78432,1975-76,00,1610612752,NYK,27.0,82,,1340.0,262,607,0.432,,,,79,99,0.798,98.0,291.0,389.0,119,26.0,22.0,,209,603,Neal Walk
78432,1976-77,00,1610612752,NYK,28.0,11,,135.0,28,57,0.491,,,,6,7,0.857,5.0,22.0,27.0,6,4.0,3.0,,22,62,Neal Walk
78404,1988-89,00,1610612752,NYK,30.0,27,0.0,502.0,97,209,0.464,3.0,10.0,0.3,51,56,0.911,15.0,21.0,36.0,35,12.0,7.0,23.0,38,248,Kiki Vandeweghe
78404,1989-90,00,1610612752,NYK,31.0,22,13.0,563.0,102,231,0.442,10.0,19.0,0.526,44,48,0.917,15.0,38.0,53.0,41,15.0,3.0,26.0,28,258,Kiki Vandeweghe
78404,1990-91,00,1610612752,NYK,32.0,75,72.0,2420.0,458,927,0.494,51.0,141.0,0.362,259,288,0.899,78.0,102.0,180.0,110,42.0,10.0,108.0,122,1226,Kiki Vandeweghe
78404,1991-92,00,1610612752,NYK,33.0,67,0.0,956.0,188,383,0.491,26.0,66.0,0.394,65,81,0.802,31.0,57.0,88.0,57,15.0,8.0,27.0,87,467,Kiki Vandeweghe
201611,2009-10,00,1610612752,NYK,22.0,27,13.0,739.0,117,226,0.518,50.0,116.0,0.431,37,47,0.787,15.0,68.0,83.0,37,23.0,3.0,26.0,79,321,Henry Walker
201611,2010-11,00,1610612752,NYK,23.0,61,1.0,784.0,104,236,0.441,59.0,153.0,0.386,31,44,0.705,16.0,106.0,122.0,34,21.0,6.0,37.0,81,298,Henry Walker
201611,2011-12,00,1610612752,NYK,24.0,32,8.0,620.0,68,171,0.398,36.0,113.0,0.319,17,20,0.85,9.0,71.0,80.0,37,19.0,7.0,35.0,84,189,Henry Walker
202689,2021-22,00,1610612752,NYK,32.0,37,37.0,948.0,149,370,0.403,73.0,199.0,0.367,60,71,0.845,14.0,97.0,111.0,131,26.0,7.0,48.0,37,431,Kemba Walker
78440,1986-87,00,1610612752,NYK,22.0,68,64.0,1719.0,285,581,0.491,0.0,4.0,0.0,140,185,0.757,118.0,220.0,338.0,75,49.0,49.0,75.0,236,710,Kenny Walker
78440,1987-88,00,1610612752,NYK,23.0,82,61.0,2139.0,344,728,0.473,0.0,1.0,0.0,138,178,0.775,192.0,197.0,389.0,86,63.0,59.0,83.0,290,826,Kenny Walker
78440,1988-89,00,1610612752,NYK,24.0,79,2.0,1163.0,174,356,0.489,5.0,20.0,0.25,66,85,0.776,101.0,129.0,230.0,36,41.0,45.0,44.0,190,419,Kenny Walker
78440,1989-90,00,1610612752,NYK,25.0,68,21.0,1595.0,204,384,0.531,2.0,5.0,0.4,125,173,0.723,131.0,212.0,343.0,49,33.0,52.0,60.0,178,535,Kenny Walker
78440,1990-91,00,1610612752,NYK,26.0,54,8.0,771.0,83,191,0.435,0.0,1.0,0.0,64,82,0.78,63.0,94.0,157.0,13,18.0,30.0,30.0,92,230,Kenny Walker
961,1996-97,00,1610612752,NYK,23.0,68,6.0,787.0,122,236,0.517,2.0,4.0,0.5,79,110,0.718,51.0,104.0,155.0,37,21.0,25.0,76.0,102,325,John Wallace
961,1999-00,00,1610612752,NYK,26.0,60,0.0,798.0,155,332,0.467,0.0,3.0,0.0,82,102,0.804,42.0,93.0,135.0,22,10.0,14.0,63.0,103,392,John Wallace
739,2012-13,00,1610612752,NYK,38.0,21,0.0,296.0,55,142,0.387,22.0,69.0,0.319,14,20,0.7,11.0,72.0,83.0,6,13.0,15.0,10.0,40,146,Rasheed Wallace
369,1994-95,00,1610612752,NYK,24.0,10,0.0,44.0,4,19,0.211,1.0,10.0,0.1,7,10,0.7,1.0,5.0,6.0,4,2.0,0.0,8.0,7,16,Charlie Ward
369,1995-96,00,1610612752,NYK,25.0,62,1.0,787.0,87,218,0.399,33.0,99.0,0.333,37,54,0.685,29.0,73.0,102.0,132,54.0,6.0,79.0,98,244,Charlie Ward
369,1996-97,00,1610612752,NYK,26.0,79,21.0,1765.0,133,337,0.395,48.0,154.0,0.312,95,125,0.76,45.0,175.0,220.0,326,83.0,15.0,147.0,188,409,Charlie Ward
369,1997-98,00,1610612752,NYK,27.0,82,82.0,2317.0,235,516,0.455,81.0,215.0,0.377,91,113,0.805,32.0,242.0,274.0,466,144.0,37.0,175.0,195,642,Charlie Ward
369,1998-99,00,1610612752,NYK,28.0,50,50.0,1556.0,135,334,0.404,53.0,149.0,0.356,55,78,0.705,23.0,149.0,172.0,271,103.0,8.0,131.0,105,378,Charlie Ward
369,1999-00,00,1610612752,NYK,29.0,72,69.0,1986.0,189,447,0.423,102.0,264.0,0.386,48,58,0.828,22.0,206.0,228.0,300,95.0,16.0,102.0,176,528,Charlie Ward
369,2000-01,00,1610612752,NYK,30.0,61,33.0,1495.0,155,373,0.416,67.0,175.0,0.383,56,70,0.8,32.0,127.0,159.0,273,70.0,10.0,112.0,132,433,Charlie Ward
369,2001-02,00,1610612752,NYK,31.0,63,0.0,1058.0,113,303,0.373,53.0,164.0,0.323,47,58,0.81,15.0,112.0,127.0,203,68.0,14.0,75.0,100,326,Charlie Ward
369,2002-03,00,1610612752,NYK,32.0,66,6.0,1467.0,165,414,0.399,101.0,267.0,0.378,41,53,0.774,25.0,152.0,177.0,306,78.0,11.0,95.0,146,472,Charlie Ward
369,2003-04,00,1610612752,NYK,33.0,35,10.0,828.0,115,260,0.442,59.0,138.0,0.428,16,21,0.762,10.0,86.0,96.0,170,47.0,8.0,69.0,74,305,Charlie Ward
78461,1969-70,00,1610612752,NYK,22.0,44,,272.0,44,108,0.407,,,,24,35,0.686,,,40.0,30,,,,53,112,Johnny Warren
204037,2014-15,00,1610612752,NYK,24.0,51,1.0,672.0,84,209,0.402,11.0,30.0,0.367,20,26,0.769,31.0,75.0,106.0,40,15.0,11.0,35.0,55,199,Travis Wear
2757,2013-14,00,1610612752,NYK,31.0,31,12.0,588.0,68,160,0.425,17.0,40.0,0.425,20,24,0.833,10.0,47.0,57.0,110,22.0,3.0,42.0,46,173,Beno Udrih
78479,1946-47,00,1610612752,NYK,29.0,11,,0.0,7,24,0.292,,,,6,8,0.75,,,0.0,1,,,,20,20,Forest Weber
78481,1978-79,00,1610612752,NYK,27.0,60,,2027.0,264,558,0.473,,,,150,262,0.573,198.0,457.0,655.0,172,24.0,112.0,170.0,183,678,Marvin Webster
78481,1979-80,00,1610612752,NYK,28.0,20,,298.0,38,79,0.481,0.0,0.0,,12,16,0.75,28.0,52.0,80.0,9,3.0,11.0,20.0,39,88,Marvin Webster
78481,1980-81,00,1610612752,NYK,29.0,82,,1708.0,159,341,0.466,1.0,4.0,0.25,104,163,0.638,162.0,303.0,465.0,72,27.0,97.0,103.0,187,423,Marvin Webster
78481,1981-82,00,1610612752,NYK,30.0,82,32.0,1883.0,199,405,0.491,0.0,0.0,,108,170,0.635,184.0,306.0,490.0,99,22.0,90.0,90.0,211,506,Marvin Webster
